"","maxprediction","minprediction"
"173",101.172098116513,83.5627682873412
"174",101.198620236531,85.7542049934297
"175",103.051581252738,86.0946298729742
"176",100.263447218572,82.7777485764345
"177",97.8802452912834,83.0713622426632
"178",100.95111695138,84.3686815593517
"179",98.3438458169076,83.2966447656592
"180",98.4454577310556,82.318773543583
"181",99.5480070083224,80.0678931230837
"182",98.5681121331581,81.2385019710907
"183",97.6592641261498,81.862247043364
"184",97.6410862899693,81.3210687691634
"185",98.8775032851511,83.4332895313184
"186",98.0109067017083,81.4274200613228
"187",96.157161629435,83.6964082347788
"188",95.7357834198345,81.9331322766166
"189",96.8899382802637,82.0232220507785
"190",95.6802538925515,82.2445925094684
"191",93.4606115864778,81.4339935474821
"192",93.5406368354608,81.6933679337915
"193",97.460336653107,82.492656754103
"194",98.2566671342404,80.7240356291205
"195",94.9874428391079,80.0445434142236
"196",94.691089914434,78.7897110394165
"197",96.3117197362884,79.8992004488708
"198",97.3699088231168,81.3041604713143
"199",96.720683125263,81.8921868424744
"200",97.1844859026511,NA
"201",98.7085089072801,84.1827745826904
"202",95.1756936456726,83.5166012063403
"203",95.4593996352925,81.8110814981063
"204",95.6520395567401,82.6678636554916
"205",95.0580235657175,83.3996352924674
"206",95.1951578061439,82.7055183055127
"207",96.1205568803479,81.8483097208585
"208",98.3678636554916,82.4151269462758
"209",96.5582550147286,82.0093589563754
"210",94.4210267919764,79.3254004769252
"211",94.957031841773,80.2926357132838
"212",95.3746191611727,82.2939823257119
"213",93.9236596998176,82.5273558703885
"214",95.1238139991584,80.6155281245616
"215",91.3445223734044,78.9916397811755
"216",91.5719778370038,80.2266797587319
"217",92.4139290223033,80.2006003647075
"218",92.0982578201711,81.0210408191892
"219",95.2567541029597,81.5455295272829
"220",94.2038995651564,82.4679941085706
"221",93.2060106606817,82.2796745686632
"222",93.5671510730818,81.714741197924
"223",95.4793757890307,80.5169448730537
"224",95.8669659138729,81.2066755505681
"225",92.2413943049516,82.1272759152756
"226",92.9424182914855,81.0847580305793
"227",92.0203787347454,80.6215177444242
"228",90.2579323888343,79.6863515219526
"229",92.2419834478889,NA
"230",94.1837424603731,79.96790573713
"231",95.6587038855379,80.029316874737
"232",90.084384906719,80.1963529246739
"233",93.7784556038715,80.2474708935334
"234",91.4882283630243,79.9607013606396
"235",91.9882031140412,80.2324379295834
"236",95.2965324729976,80.0828236779352
"237",95.508979413053,81.6845378887429
"238",93.094419974751,81.195595455183
"239",95.6869687193155,81.0615654369477
"240",96.0765605274232,80.9769827465283
"241",91.2202833496984,80.7541899284612
"242",94.4092888203114,79.9502314490111
"243",94.1180838827325,80.5496002244354
"244",92.2728315946349,80.2337298469042
"245",94.6644126812085,81.1855331255927
"246",95.5693713588945,80.4659897032922
"247",94.4664815065709,78.8453000948381
"248",93.8764553233272,78.0271117968859
"249",95.1101767428812,80.6286786365549
"250",91.0173937438631,78.0172604853416
"251",92.9838546780755,77.8391429372983
"252",94.7225753962688,78.1468144199747
"253",93.8058493477346,79.1831673446486
"254",93.8781035208304,78.9231589283209
"255",92.4576686772338,78.2640763080376
"256",93.0360753394656,77.1010950503723
"257",93.3421857205431,77.1682873412177
"258",91.1988611476128,77.2537888742882
"259",91.6790538764783,76.9435392028033
"260",94.5658782303986,77.301217696014
"261",95.2656066579063,77.9573893999124
"262",94.1880683311432,77.8472185720543
"263",92.6036574682435,77.372667542707
"264",92.2443933420937,77.6223828296102
"265",92.6902409110819,77.5389399912396
"266",95.5879281646956,77.8890932982917
"267",94.2444590451161,76.4279456855015
"268",95.5093517301796,75.918791064389
"269",91.8075689881735,76.7060008760403
"270",89.5482260183968,75.0603591765221
"271",91.4901445466491,76.0638633377135
"272",94.0593955321945,75.1376259307928
"273",94.1032063074901,75.3018834866404
"274",95.0604599211564,75.0795663600526
"275",95.7674025405169,74.0292597459483
"276",96.3364432763907,74.2507446342532
"277",97.2716075339466,74.1611038107753
"278",95.4562855891371,73.4862899693386
"279",95.6956460797197,72.5377135348226
"280",94.7974156811213,71.9810775295663
"281",95.4764783180026,71.0940867279895
"282",95.3244415243101,71.0632282084976
"283",95.0815243101183,69.070608848007
"284",95.0788961892247,69.8178712220762
"285",93.7800876040298,68.272658782304
"286",94.5487604029785,68.0716600963644
"287",94.318379325449,67.8525186158563
"288",93.5334209373631,68.4188348664038
"289",92.300402978537,69.2667542706965
"290",89.0473850197109,68.7288523872098
"291",90.1572141918528,67.7920280332895
"292",91.04855891371,66.0136136662286
"293",91.237161629435,65.994699956198
"294",92.0599561979851,64.7412877792379
"295",92.3241611914148,65.5768725361367
"296",92.7793035479632,66.2542268944371
"297",90.7219710906702,66.1531537450723
"298",89.8817214191853,64.6014717477004
"299",89.5205869469996,63.5122864651774
"300",89.7309067017083,64.4672360928603
"301",89.7242049934297,63.8509417433202
"302",90.1980376697328,63.0565484012265
"303",88.8778975032852,62.2305738063951
"304",90.3381033727551,62.6078843626807
"305",87.9403766973281,62.4127551467367
"306",88.0796583442838,61.2241349102059
"307",88.0689443714411,61.8348664038546
"308",87.8305475251862,60.7319229084538
"309",86.5798204117389,60.0180157687254
"310",86.8839597021463,60.3207358738502
"311",87.4982479194043,59.7656592203241
"312",87.5543363994744,60.739991239597
"313",83.4387209811651,62.3489662724485
"314",85.8182041173894,60.6962330267192
"315",84.5813403416557,61.1604905825668
"316",85.3126982041174,59.9699299167762
"317",82.9595050372317,60.2046430135786
"318",81.9563556723609,59.8027157249233
"319",84.0022339027595,59.879982479194
"320",83.7655015330705,59.9631625054752
"321",83.2376084099869,57.7787122207622
"322",81.8151292159439,57.3922032413491
"323",81.5504599211564,55.6472185720543
"324",81.1564826982041,54.4167761717039
"325",78.8326193604906,52.3924660534385
"326",79.2304380201489,52.7984975908892
"327",79.6905825667981,52.3851511169514
"328",79.3494962768287,51.9619185282523
"329",78.7759526938239,53.182023653088
"330",80.2329829172142,53.2395444590451
"331",81.5362899693386,51.1218396846255
"332",79.9053701270258,51.2344721857205
"333",79.0802715724923,51.478988173456
"334",79.2753876478318,53.3540078843627
"335",77.3968681559352,53.9365746824354
"336",77.5821287779238,53.8633377135348
"337",78.4365965834428,54.2570389837933
"338",76.1829391151993,54.4890932982917
"339",76.8010468681559,51.0592641261498
"340",76.7695488392466,49.1198948751643
"341",76.9999255365747,50.1839071397284
"342",75.3637406920718,51.094699956198
"343",75.4630223390276,49.5451423565484
"344",73.7807271134472,49.8314498466929
"345",74.5973017958826,52.4758212877792
"346",70.5597985107315,52.7215505913272
"347",72.9907271134472,49.3874638633377
"348",69.4773921028467,48.6750229568411
"349",70.0771808999082,45.6352984389348
"350",72.1015243342516,46.1123048668503
"351",71.8787998247919,45.4141392904074
"352",72.5411213315813,44.6690232150679
"353",73.7562855891371,44.4592378449409
"354",71.68835304424,47.3904511607534
"355",70.0860359176522,47.9114498466929
"356",73.4618396846255,44.9333508541393
"357",73.9783180026281,47.0159220324135
"358",71.3269119579501,48.4604905825668
"359",73.9865527814279,48.8200525624179
"360",69.6634121769601,45.7698291721419
"361",70.6130968024529,43.6081997371879
"362",69.8069689005694,41.9492071835304
"363",69.6126719229084,44.4469995619799
"364",68.051835304424,44.7172798948752
"365",67.4342181340342,42.9582566798073
"366",65.2432325886991,41.4927025843189
